cal psi,current
1,0.004032637
1,0.004031691
1,0.00403135
1,0.00403199
1,0.004031701
1,0.004032391
1,0.004032546
1,0.004031719
1,0.004032131
1,0.004032635
1,0.004032931
1,0.004032766
1,0.004031895
1,0.004031997
1,0.004032241
1,0.00403306
1,0.004032595
1,0.004032226
1,0.004031866
1,0.00403131
1,0.00403269
1,0.004032994
1,0.004032522
1,0.004031824
1,0.004031184
1,0.004031995
1,0.00403274
1,0.004032202
1,0.004031974
1,0.004032897
1,0.004033044
1,0.004032742
1,0.004031562
1,0.004032475
1,0.004031591
1,0.00403297
1,0.004031491
1,0.004032417
1,0.004032029
1,0.004033057
1,0.00403269
1,0.004032252
1,0.00403253
1,0.00403265
1,0.004031843
1,0.004032236
1,0.004032716
1,0.004031562
1,0.004031919
1,0.004031893
1,0.004033159
1,0.00403119
1,0.004033138
1,0.004032386
1,0.00403227
1,0.004032556
1,0.004032939
1,0.004032477
1,0.004032351
1,0.004032449
1,0.004032944
1,0.00403158
1,0.004031706
1,0.004032317
1,0.004032257
1,0.004030109
1,0.004033046
1,0.004031971
1,0.004032396
1,0.004031861
1,0.004033217
1,0.004032346
1,0.004032094
1,0.004031439
1,0.004032727
1,0.004032616
1,0.004033167
1,0.004032727
1,0.00403222
1,0.004031169
1,0.004032155
1,0.004032344
1,0.004032016
1,0.004032152
1,0.0040321
1,0.004032136
1,0.004034022
1,0.004033222
1,0.004032598
1,0.004032011
1,0.004032598
1,0.004033128
1,0.004032511
1,0.004031672
1,0.004032236
1,0.004033044
1,0.004032233
1,0.004032981
1,0.004032475
1,0.004032997
1,0.004032918
1,0.004032527
1,0.004032357
1,0.004032724
1,0.00403334
1,0.00403333
1,0.004031518
1,0.004032698
1,0.004031397
1,0.004032897
1,0.004032268
1,0.004032719
1,0.004031796
1,0.004031565
1,0.004031224
1,0.0040328
1,0.004031984
1,0.00403216
1,0.004031573
1,0.004031748
1,0.004032192
1,0.004031365
1,0.004032784
1,0.004031575
1,0.004032304
1,0.004031591
1,0.004032338
1,0.004032126
1,0.004032241
1,0.00403227
1,0.004032102
1,0.004032388
1,0.004032774
1,0.004031494
1,0.004031654
1,0.004031664
1,0.00403141
1,0.004031625
1,0.004031599
1,0.004032858
1,0.004030878
1,0.004031061
1,0.004031329
1,0.004032121
1,0.004032527
1,0.004032467
1,0.004032247
1,0.004031872
1,0.00403312
1,0.004033576
1,0.004032026
1,0.004031615
1,0.00403179
1,0.004030731
1,0.004031531
1,0.004031942
1,0.004032233
1,0.004030969
1,0.004031819
1,0.004031006
1,0.004032032
1,0.004031171
1,0.004031355
1,0.004033033
1,0.00403205
1,0.004031796
1,0.004032821
1,0.004032845
1,0.004031431
1,0.004031562
1,0.004032525
1,0.004032438
1,0.004032692
1,0.004032346
1,0.004031531
1,0.00403168
1,0.004032501
1,0.004031027
1,0.004033018
1,0.004031371
1,0.004031806
1,0.004031879
1,0.004033301
1,0.00403265
1,0.004031355
1,0.00403226
1,0.004032629
1,0.004032577
1,0.004032412
1,0.004031958
1,0.004031895
1,0.004032108
1,0.004032449
1,0.004032574
1,0.004032289
1,0.004031992
1,0.004031738
1,0.004031533
1,0.004032414
1,0.004033235
1,0.004033144
1,0.004032186
1,0.004032155
1,0.004030988
1,0.004032721
1,0.004033233
1,0.00403242
1,0.004031872
1,0.004032045
1,0.004032519
1,0.00403104
1,0.004033458
1,0.004031552
1,0.004032286
1,0.004031465
1,0.004032372
1,0.004032092
1,0.004031809
1,0.004032192
1,0.004032719
1,0.004033335
1,0.004032207
1,0.004032094
1,0.004032268
1,0.004032459
1,0.00403098
1,0.004031667
1,0.004031916
1,0.004033503
1,0.004032375
1,0.004031672
1,0.004031743
1,0.004031877
1,0.004032551
1,0.004032483
1,0.004031497
1,0.004032635
1,0.00403318
1,0.004032241
1,0.004032706
1,0.004031342
1,0.00403098
1,0.004032404
1,0.004032525
1,0.004032289
1,0.004033138
1,0.004033138
1,0.004032053
1,0.00403254
1,0.004033178
1,0.004032171
1,0.004031263
1,0.004031992
1,0.004031664
1,0.004032302
1,0.00403103
1,0.004032108
1,0.004031764
1,0.004031919
1,0.004032417
1,0.004032622
1,0.004031313
1,0.00403286
1,0.00403103
1,0.004031268
1,0.004032417
1,0.004032766
1,0.004032496
1,0.004032199
1,0.004032517
1,0.004032152
1,0.004032181
1,0.004031523
1,0.004031617
1,0.004033686
1,0.004032328
1,0.004032063
1,0.004032498
1,0.004031955
1,0.004032527
1,0.004031961
1,0.004032897
1,0.004032506
1,0.004032252
1,0.004032354
1,0.004031599
1,0.004031426
1,0.004032567
1,0.004031468
1,0.004032068
1,0.004033028
1,0.004032792
1,0.004032239
1,0.004033605
1,0.004033332
1,0.004032396
1,0.004033254
1,0.004031473
1,0.004032601
1,0.004031452
1,0.004031945
1,0.00403318
1,0.004031625
1,0.004031861
1,0.004031806
1,0.004032362
1,0.004031636
1,0.004032493
1,0.004031643
1,0.004031942
1,0.004032365
1,0.004032362
1,0.004032307
1,0.00403195
1,0.00403215
1,0.004033235
1,0.004031192
1,0.004032063
1,0.004033028
1,0.004031748
1,0.004032024
1,0.004032189
1,0.004032955
1,0.004031352
1,0.004032144
1,0.004032543
1,0.004033083
1,0.004032915
1,0.004032443
1,0.004032774
1,0.004032708
1,0.004033689
1,0.004031816
1,0.004032081
1,0.004031696
1,0.004032302
1,0.004032727
1,0.004031895
1,0.004032003
1,0.004032543
1,0.004031735
1,0.004031919
1,0.004031874
1,0.00403222
1,0.004033088
1,0.004031895
1,0.004031908
1,0.004032254
1,0.004032249
1,0.004031767
1,0.004031622
1,0.004031607
1,0.004032249
1,0.004032467
1,0.004032079
1,0.004032378
1,0.004033225
1,0.004032472
1,0.004032265
1,0.00403194
1,0.004032223
1,0.00403189
1,0.004032609
1,0.004030539
1,0.004029954
1,0.004031801
1,0.004031135
1,0.004031976
1,0.004031462
1,0.004030684
1,0.00403168
1,0.004032089
1,0.00403147
1,0.0040319
1,0.00403221
1,0.0040321
1,0.004031853
1,0.004031465
1,0.004031677
1,0.00403125
1,0.004031706
1,0.004031381
1,0.004031911
1,0.004032092
1,0.004031237
1,0.004031843
1,0.004032155
1,0.004031992
1,0.004031224
1,0.004031801
1,0.004032787
1,0.004032407
1,0.004031722
1,0.004031575
1,0.004031651
1,0.004032231
1,0.004033146
1,0.004032892
1,0.00403183
1,0.00403281
1,0.004030938
1,0.004033018
1,0.004031696
1,0.004032005
1,0.004030718
1,0.004032803
1,0.004032357
1,0.004031436
1,0.004031043
1,0.004032068
1,0.004031769
1,0.004031942
1,0.00403183
1,0.004031958
1,0.00403178
1,0.004031615
1,0.004032346
1,0.004032931
1,0.004032645
1,0.004032569
1,0.004032042
1,0.004031402
1,0.004031685
1,0.004032616
1,0.004031748
1,0.004031381
1,0.00403258
1,0.004030828
1,0.004031077
1,0.004032108
1,0.004031449
1,0.00403146
1,0.004032094
1,0.0040319
1,0.004031835
1,0.004032351
1,0.004032525
1,0.004031116
1,0.004031478
1,0.004030238
1,0.004031565
1,0.004031893
1,0.004031578
1,0.004031344
1,0.004032278
1,0.004032357
1,0.004031434
1,0.004031473
1,0.00403174
1,0.004031803
1,0.004031229
1,0.004031491
1,0.00403248
1,0.004031331
1,0.004031827
1,0.00403183
1,0.004032189
1,0.004031441
1,0.004031893
1,0.004031628
1,0.004032789
1,0.004031601
1,0.004031552
1,0.004032053
1,0.00403162
1,0.004032682
1,0.004032268
1,0.004031208
1,0.004032079
1,0.004031935
1,0.004032304
1,0.004032538
1,0.00403178
1,0.004030731
1,0.004032302
1,0.004031441
1,0.004031942
1,0.004032081
1,0.0040328
1,0.004031628
1,0.004031858
1,0.004031318
1,0.004031384
1,0.004031969
1,0.004031567
1,0.004032367
1,0.004031921
1,0.004031709
1,0.004031562
1,0.004032763
1,0.004031906
1,0.004032032
1,0.00403099
1,0.004032008
1,0.004032003
1,0.004032902
1,0.004032312
1,0.004031051
1,0.004031313
1,0.004031667
1,0.004030259
1,0.004032029
1,0.004031851
1,0.004032032
1,0.004032155
1,0.004033663
1,0.004031148
1,0.004030251
1,0.004031717
1,0.004032501
1,0.004031738
1,0.004032511
1,0.004031919
1,0.004033086
1,0.004033096
1,0.00403274
1,0.004032045
1,0.004031851
1,0.004032039
1,0.004031691
1,0.004031803
1,0.004030914
1,0.004031798
1,0.004033204
1,0.004032307
1,0.004032254
1,0.004031368
1,0.004033259
1,0.004032551
1,0.004032372
1,0.004032737
1,0.004032005
1,0.004031816
1,0.004032058
1,0.004031399
1,0.004032871
1,0.004031827
1,0.004031966
1,0.004030878
1,0.004031431
1,0.004031851
1,0.004032624
1,0.004032564
1,0.004032928
1,0.004032346
1,0.004032244
1,0.004031992
1,0.004031594
1,0.004031932
1,0.004032157
1,0.004032433
1,0.004032595
1,0.004032344
1,0.004031796
1,0.004032236
1,0.004031908
1,0.004032446
1,0.004032055
1,0.004032359
1,0.004031942
1,0.00403199
1,0.0040319
1,0.004032008
1,0.004032212
1,0.004033041
1,0.004031379
1,0.004031811
1,0.004031856
1,0.004031845
1,0.004032168
1,0.004032252
1,0.004031754
1,0.004030427
1,0.004030854
1,0.004030914
1,0.004030319
1,0.004031638
1,0.004031386
1,0.004031696
1,0.004032176
1,0.004031449
1,0.004030728
1,0.004032215
1,0.004033201
1,0.004031407
1,0.00403125
1,0.004032011
1,0.004031979
1,0.004032451
1,0.004032902
1,0.004032588
1,0.004032947
1,0.004032079
1,0.004031523
1,0.004032921
1,0.004032378
1,0.00403183
1,0.004032302
1,0.004032388
1,0.004032058
1,0.004031628
1,0.004031916
1,0.004032029
1,0.004031677
1,0.004030432
1,0.004031895
1,0.004031806
1,0.004030468
1,0.004030786
1,0.004030969
1,0.004031085
1,0.004031814
1,0.004031476
1,0.004031793
1,0.004032595
1,0.004031793
1,0.004032611
1,0.004031381
1,0.004031205
1,0.004031399
1,0.004031924
1,0.004030872
1,0.0040313
1,0.004032923
1,0.004032435
1,0.004031219
1,0.004031759
1,0.00403195
1,0.004032388
1,0.00403269
1,0.004031987
1,0.00403098
1,0.004031793
1,0.00403183
1,0.004030138
1,0.004030862
1,0.004031531
1,0.004031898
1,0.004032902
1,0.004031759
1,0.004032435
1,0.004031824
1,0.004029711
1,0.004031161
1,0.004031586
1,0.004031179
1,0.004031761
1,0.004031462
1,0.004031247
1,0.004032779
1,0.004031969
1,0.004031769
1,0.004031234
1,0.004031284
1,0.004031837
1,0.004032782
1,0.004032679
1,0.004032559
1,0.004032913
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
1,0
2,0.006160716
2,0.006160411
2,0.006159525
2,0.006160766
2,0.006160034
2,0.006161416
2,0.006159654
2,0.006159803
2,0.006161434
2,0.006160065
2,0.006159496
2,0.006160438
2,0.006160878
2,0.006160543
2,0.0061591
2,0.006160278
2,0.006160878
2,0.006160501
2,0.006160071
2,0.006160283
2,0.006159942
2,0.006159884
2,0.006159793
2,0.006158484
2,0.006159677
2,0.00616017
2,0.006160175
2,0.006159116
2,0.006159108
2,0.006159643
2,0.006158696
2,0.006160036
2,0.006159161
2,0.006159848
2,0.006160136
2,0.006160128
2,0.006159389
2,0.00615893
2,0.006159976
2,0.006159756
2,0.006159326
2,0.006158804
2,0.00616
2,0.006159625
2,0.006159509
2,0.006159077
2,0.006159803
2,0.00616037
2,0.006159509
2,0.006159302
2,0.006158835
2,0.006160141
2,0.006160034
2,0.006158801
2,0.00615984
2,0.00615953
2,0.006159137
2,0.006160855
2,0.006159459
2,0.006159158
2,0.006158717
2,0.00615973
2,0.006158702
2,0.006158067
2,0.006160404
2,0.00615964
2,0.006160312
2,0.006158998
2,0.006161293
2,0.006158932
2,0.006159223
2,0.006159533
2,0.006160343
2,0.006159331
2,0.006160288
2,0.006159654
2,0.006159242
2,0.006160595
2,0.006159265
2,0.006160398
2,0.006159357
2,0.006159255
2,0.00615873
2,0.006159454
2,0.006159137
2,0.006160147
2,0.006159488
2,0.00616021
2,0.006161224
2,0.006159024
2,0.006159289
2,0.006159787
2,0.006160516
2,0.006158243
2,0.006160391
2,0.006159994
2,0.006158681
2,0.006159785
2,0.006158652
2,0.006160346
2,0.006160377
2,0.006160225
2,0.006158964
2,0.006160141
2,0.006158646
2,0.006160663
2,0.006159242
2,0.006160383
2,0.006160821
2,0.006161324
2,0.006160223
2,0.006160669
2,0.006160094
2,0.006160383
2,0.006159633
2,0.006160501
2,0.006158778
2,0.006159821
2,0.006160839
2,0.006159189
2,0.006159376
2,0.00616172
2,0.006159903
2,0.006160301
2,0.006159876
2,0.006160453
2,0.006160687
2,0.006159672
2,0.006159077
2,0.006160902
2,0.006159884
2,0.006159955
2,0.00615957
2,0.006159575
2,0.006159638
2,0.006159334
2,0.00616053
2,0.006160758
2,0.00616139
2,0.00616044
2,0.006160396
2,0.006161002
2,0.006159932
2,0.006160684
2,0.006160438
2,0.006161702
2,0.006159265
2,0.006159777
2,0.006159753
2,0.006160928
2,0.006160283
2,0.006160128
2,0.006160191
2,0.006160414
2,0.006160632
2,0.006161015
2,0.006159158
2,0.006160259
2,0.00616124
2,0.006160501
2,0.006158757
2,0.006159231
2,0.006160362
2,0.00616097
2,0.006159591
2,0.006160453
2,0.006160375
2,0.006160406
2,0.006160241
2,0.006159019
2,0.00615931
2,0.006159397
2,0.00616081
2,0.006160621
2,0.006160275
2,0.006159803
2,0.006160391
2,0.006159932
2,0.006161424
2,0.00616091
2,0.006161154
2,0.006160157
2,0.00616096
2,0.006161104
2,0.006159929
2,0.006159987
2,0.006160414
2,0.00616059
2,0.006159735
2,0.006159559
2,0.006161597
2,0.00615958
2,0.006160076
2,0.006160029
2,0.006160939
2,0.006160663
2,0.006160244
2,0.006160994
2,0.006159237
2,0.006160259
2,0.006160676
2,0.006160831
2,0.006160566
2,0.006160815
2,0.006160031
2,0.006161224
2,0.006159596
2,0.006160857
2,0.006160936
2,0.006160296
2,0.006160026
2,0.006160813
2,0.006160115
2,0.006159945
2,0.006161133
2,0.006161004
2,0.006161618
2,0.006160417
2,0.006160553
2,0.006160834
2,0.006161529
2,0.006161534
2,0.00616076
2,0.006161961
2,0.00616107
2,0.006161135
2,0.006160807
2,0.006160236
2,0.006161348
2,0.006160842
2,0.006160249
2,0.006160131
2,0.006160873
2,0.006160417
2,0.00615979
2,0.00615905
2,0.006158481
2,0.006160089
2,0.006160902
2,0.006162174
2,0.006160826
2,0.006160288
2,0.006161002
2,0.006160624
2,0.006160577
2,0.006160267
2,0.006160532
2,0.006160527
2,0.006160745
2,0.006159709
2,0.00616087
2,0.006160574
2,0.006160448
2,0.006161319
2,0.006161183
2,0.006159845
2,0.00616103
2,0.006160805
2,0.006160039
2,0.006160136
2,0.00615973
2,0.006160844
2,0.006159297
2,0.00616156
2,0.006161741
2,0.006160317
2,0.006160223
2,0.006159656
2,0.006160666
2,0.006160081
2,0.006161356
2,0.006160275
2,0.006161311
2,0.006160102
2,0.00615979
2,0.006159585
2,0.006159719
2,0.006159795
2,0.006161906
2,0.006159863
2,0.006160312
2,0.006160587
2,0.00616092
2,0.006160141
2,0.006159507
2,0.006161054
2,0.006160595
2,0.00616055
2,0.006160813
2,0.006160411
2,0.006160459
2,0.006160912
2,0.006160805
2,0.006159583
2,0.006160815
2,0.006161384
2,0.006160679
2,0.006159921
2,0.006161815
2,0.006160448
2,0.006159281
2,0.006160684
2,0.006160406
2,0.006161778
2,0.006161141
2,0.006160873
2,0.006161799
2,0.006160333
2,0.006160886
2,0.006160687
2,0.006160986
2,0.006161172
2,0.006160296
2,0.006160768
2,0.006162208
2,0.006161141
2,0.006159703
2,0.006161088
2,0.006162014
2,0.00616059
2,0.006160679
2,0.006160207
2,0.00616038
2,0.006161193
2,0.006161277
2,0.006160414
2,0.006160954
2,0.006160973
2,0.006160794
2,0.006159884
2,0.006160388
2,0.006160115
2,0.006160314
2,0.006160815
2,0.006161143
2,0.006159591
2,0.006159924
2,0.006161361
2,0.0061621
2,0.006160905
2,0.006162848
2,0.006160401
2,0.00616037
2,0.006160847
2,0.006161109
2,0.006160868
2,0.0061606
2,0.006159195
2,0.00616096
2,0.00616178
2,0.006161353
2,0.00616178
2,0.006160865
2,0.006160388
2,0.006160215
2,0.006159981
2,0.00616209
2,0.006162253
2,0.006160099
2,0.006159753
2,0.006161715
2,0.006160653
2,0.006160637
2,0.006161516
2,0.006159953
2,0.006160697
2,0.006161644
2,0.006160721
2,0.0061607
2,0.006161531
2,0.006161261
2,0.006161576
2,0.006159971
2,0.006160621
2,0.006160844
2,0.006160438
2,0.006160669
2,0.006161117
2,0.006160535
2,0.006160409
2,0.006160086
2,0.006159756
2,0.006159727
2,0.006161838
2,0.0061607
2,0.00616112
2,0.006160886
2,0.006161122
2,0.006160084
2,0.00615989
2,0.006160435
2,0.006162651
2,0.006160889
2,0.006160682
2,0.00616044
2,0.00616119
2,0.00616097
2,0.006161371
2,0.006160532
2,0.006160181
2,0.00616022
2,0.006162032
2,0.006161733
2,0.006161361
2,0.006159966
2,0.006160236
2,0.006160495
2,0.006160978
2,0.006162111
2,0.006160889
2,0.006160343
2,0.006159793
2,0.006161371
2,0.006161222
2,0.00616012
2,0.00615947
2,0.006161382
2,0.006160878
2,0.00616044
2,0.006160044
2,0.006160737
2,0.006160107
2,0.006160314
2,0.006159968
2,0.006159428
2,0.006159255
2,0.006161101
2,0.006160183
2,0.006161266
2,0.00616048
2,0.006161248
2,0.006160092
2,0.00616112
2,0.006160931
2,0.006162717
2,0.006161028
2,0.006160448
2,0.00616012
2,0.006161162
2,0.006161308
2,0.006161017
2,0.006161744
2,0.006160666
2,0.00616166
2,0.006162651
2,0.006160988
2,0.006160847
2,0.006162567
2,0.006161298
2,0.006161938
2,0.006161442
2,0.006162276
2,0.006160933
2,0.006160189
2,0.006161542
2,0.006161148
2,0.006161051
2,0.006161521
2,0.006161497
2,0.006160068
2,0.006160383
2,0.006161662
2,0.006162331
2,0.00615952
2,0.006162934
2,0.006160254
2,0.006161277
2,0.006161434
2,0.006161917
2,0.006160986
2,0.006162108
2,0.00616134
2,0.006161253
2,0.006160849
2,0.006159444
2,0.006160419
2,0.006161542
2,0.006161002
2,0.006161146
2,0.006160034
2,0.006162142
2,0.006161508
2,0.006161405
2,0.006161371
2,0.006160585
2,0.006161933
2,0.006161091
2,0.006161707
2,0.006161938
2,0.006160834
2,0.006160807
2,0.006159903
2,0.006160396
2,0.006161707
2,0.006161088
2,0.006160267
2,0.00616188
2,0.006161718
2,0.006160797
2,0.006161434
2,0.006163205
2,0.006161172
2,0.006161148
2,0.006161754
2,0.006161854
2,0.006160309
2,0.006161059
2,0.006160839
2,0.006161405
2,0.006161337
2,0.006160939
2,0.006161311
2,0.006160207
2,0.006161899
2,0.006161487
2,0.006162769
2,0.006161489
2,0.00616038
2,0.006160669
2,0.006161838
2,0.0061615
2,0.006161647
2,0.006160889
2,0.00616167
2,0.006160495
2,0.006161411
2,0.006160981
2,0.006161938
2,0.006161537
2,0.006162538
2,0.006160928
2,0.006161917
2,0.006161196
2,0.006161906
2,0.006161361
2,0.006161479
2,0.006160537
2,0.006159782
2,0.006161547
2,0.006162402
2,0.006161403
2,0.006161075
2,0.006160582
2,0.006161374
2,0.006161159
2,0.006160996
2,0.006162557
2,0.006161264
2,0.006160259
2,0.006160863
2,0.006160477
2,0.006161316
2,0.006161468
2,0.006161982
2,0.006162798
2,0.006161117
2,0.006161049
2,0.006161518
2,0.006161502
2,0.006161584
2,0.00616188
2,0.006161513
2,0.006162651
2,0.006162266
2,0.006161327
2,0.006162394
2,0.006161219
2,0.006162239
2,0.006161206
2,0.006161636
2,0.006162405
2,0.006161657
2,0.006162121
2,0.006161495
2,0.0061623
2,0.006161193
2,0.006161164
2,0.006160721
2,0.006161169
2,0.006162187
2,0.006162903
2,0.006160409
2,0.006161009
2,0.006161539
2,0.006161495
2,0.0061606
2,0.006161348
2,0.006160669
2,0.006161922
2,0.006160375
2,0.006162499
2,0.006160789
2,0.006162507
2,0.006161718
2,0.00616167
2,0.006161691
2,0.006162218
2,0.006162292
2,0.006162213
2,0.006160983
2,0.006160419
2,0.006162486
2,0.006162617
2,0.006161922
2,0.00616092
2,0.006163233
2,0.006162229
2,0.006162439
2,0.006162114
2,0.006162019
2,0.006162098
2,0.00616097
2,0.006162578
2,0.006162229
2,0.006161786
2,0.006161634
2,0.006161657
2,0.006161109
2,0.006162399
2,0.006161565
2,0.006162072
2,0.006162017
2,0.00616231
2,0.006161859
2,0.006161248
2,0.006161822
2,0.006161308
2,0.006161497
2,0.006162628
2,0.006162321
2,0.006162079
2,0.006162218
2,0.00616225
2,0.00616262
2,0.006162864
2,0.006161683
2,0.006161933
2,0.00616241
2,0.006162297
2,0.006161324
2,0.006161686
2,0.006161217
2,0.006160561
2,0.006161044
2,0.006160548
2,0.006161382
2,0.006161718
2,0.006162772
2,0.006161146
2,0.006161175
2,0.0061621
2,0.006161618
2,0.006162667
2,0.00616182
2,0.006162001
2,0.006161628
2,0.006161605
2,0.006161159
2,0.006162536
2,0.006161628
2,0.006162717
2,0.006159971
2,0.006161332
2,0.006162253
2,0.00616246
2,0.006162483
2,0.006162234
2,0.006163034
2,0.006163698
2,0.006162171
2,0.006162127
2,0.006161935
2,0.006160231
2,0.00616231
2,0.006161733
2,0.006162226
2,0.006161867
2,0.006161723
2,0.006162958
2,0.006162916
2,0.006161631
2,0.006162491
2,0.00616215
2,0.006161072
2,0.006161416
2,0.006161985
2,0.006162963
2,0.006163123
2,0.006162806
2,0.006161875
2,0.006162258
2,0.006163157
2,0.00616231
2,0.006163459
2,0.006161846
2,0.006161739
2,0.00616215
2,0.006161537
2,0.006162389
2,0.006163372
2,0.006162211
2,0.006161421
2,0.006163131
2,0.006161148
2,0.006161998
2,0.006161463
2,0.00616108
2,0.006161204
2,0.006162114
2,0.006161733
2,0.006161885
2,0.006160375
2,0.006161715
2,0.006161513
2,0.00616203
2,0.006161634
2,0.006162871
2,0.006162148
2,0.006161442
2,0.006162043
2,0.0061615
2,0.006161825
2,0.006163375
2,0.006162017
2,0.006161398
2,0.006161243
2,0.00616182
2,0.00616112
2,0.00616167
2,0.006161988
2,0.006161954
2,0.006162187
2,0.006162132
2,0.006162557
2,0.006161757
2,0.006161731
2,0.006161366
2,0.006162832
2,0.006162651
2,0.006162313
2,0.006162565
2,0.006162035
2,0.006162633
2,0.006161767
2,0.006161951
2,0.006163278
2,0.006163212
2,0.006162077
2,0.0061621
2,0.006161843
2,0.006162801
2,0.006161707
2,0.006162483
2,0.006162011
2,0.00616167
2,0.00616139
2,0.006162174
2,0.006161505
2,0.006162782
2,0.006161841
2,0.006162211
2,0.006163202
2,0.006163614
2,0.006162877
2,0.006161948
2,0.006162898
2,0.006162478
2,0.006161946
2,0.006162302
2,0.006163629
2,0.006163532
2,0.006161812
2,0.006163066
2,0.006162798
2,0.006163113
2,0.006161329
2,0.006163375
2,0.006161618
2,0.006162664
2,0.006162906
2,0.006160873
2,0.006162958
2,0.006162454
2,0.006162082
2,0.006162368
2,0.006163684
2,0.006161673
2,0.006162163
2,0.006162625
2,0.006161946
2,0.006162334
2,0.006161353
2,0.006162135
2,0.00616151
2,0.00616251
2,0.006162573
2,0.006163572
2,0.006163543
2,0.006162607
2,0.006162218
2,0.006162809
2,0.006163123
2,0.00616252
2,0.006161272
2,0.006162135
2,0.006162782
2,0.006162402
2,0.006162106
2,0.00616337
2,0.006162182
2,0.00616231
2,0.00616161
2,0.006161851
2,0.006163391
2,0.006163013
2,0.006162339
2,0.0061622
2,0.006163692
2,0.006162363
2,0.006162565
2,0.0061623
2,0.006162612
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
2,0
